"Metropolitan Statistical Area","Cleveland, TN",111121
"County or equivalent","Bradley County, TN",95443
"County or equivalent","Polk County, TN",15678
"Combined Statistical Area","Chicago-Naperville-Michigan City, IL-IN-WI",9745165
"Metropolitan Statistical Area","Chicago-Naperville-Joliet, IL-IN-WI",9524673
"Metropolitan Division","Chicago-Naperville-Joliet, IL",7952540
"County or equivalent","Cook County, IL",5285107
"County or equivalent","DeKalb County, IL",103729
"County or equivalent","DuPage County, IL",929192
"County or equivalent","Grundy County, IL",47144
"County or equivalent","Kane County, IL",501021
"County or equivalent","Kendall County, IL",96818
"County or equivalent","McHenry County, IL",315943
"County or equivalent","Will County, IL",673586
"Metropolitan Division","Gary, IN",698971
"County or equivalent","Jasper County, IN",32275
"County or equivalent","Lake County, IN",492104
"County or equivalent","Newton County, IN",14014
"County or equivalent","Porter County, IN",160578
"Metropolitan Division","Lake County-Kenosha County, IL-WI",873162
"County or equivalent","Lake County, IL",710241
"County or equivalent","Kenosha County, WI",162921
"Metropolitan Statistical Area","Kankakee-Bradley, IL",110705
"County or equivalent","Kankakee County, IL",110705
"Metropolitan Statistical Area","Michigan City-La Porte, IN",109787
"County or equivalent","LaPorte County, IN",109787
"Combined Statistical Area","Cincinnati-Middletown-Wilmington, OH-KY-IN",2176749
"Metropolitan Statistical Area","Cincinnati-Middletown, OH-KY-IN",2133678
"County or equivalent","Dearborn County, IN",49759
"County or equivalent","Franklin County, IN",23234
"County or equivalent","Ohio County, IN",5772
"County or equivalent","Boone County, KY",112459
"County or equivalent","Bracken County, KY",8574
"County or equivalent","Campbell County, KY",86858
"County or equivalent","Gallatin County, KY",8035
"County or equivalent","Grant County, KY",25161
"County or equivalent","Kenton County, KY",156675
"County or equivalent","Pendleton County, KY",15058
"County or equivalent","Brown County, OH",43956
"County or equivalent","Butler County, OH",357888
"County or equivalent","Clermont County, OH",193490
"County or equivalent","Hamilton County, OH",842369
"County or equivalent","Warren County, OH",204390
"Micropolitan Statistical Area","Wilmington, OH",43071
"County or equivalent","Clinton County, OH",43071
"Combined Statistical Area","Claremont-Lebanon, NH-VT",214080
"Micropolitan Statistical Area","Claremont, NH",42689
"County or equivalent","Sullivan County, NH",42689
"Micropolitan Statistical Area","Lebanon, NH-VT",171391
"County or equivalent","Grafton County, NH",85514
"County or equivalent","Orange County, VT",29002
"County or equivalent","Windsor County, VT",56875
"Combined Statistical Area","Cleveland-Akron-Elyria, OH",2896968
"Metropolitan Statistical Area","Akron, OH",699356
"County or equivalent","Portage County, OH",155869
"County or equivalent","Summit County, OH",543487
"Micropolitan Statistical Area","Ashtabula, OH",101141
"County or equivalent","Ashtabula County, OH",101141
"Metropolitan Statistical Area","Cleveland-Elyria-Mentor, OH",2096471
"County or equivalent","Cuyahoga County, OH",1295958
"County or equivalent","Geauga County, OH",95029
"County or equivalent","Lake County, OH",233392
"County or equivalent","Lorain County, OH",302260
"County or equivalent","Medina County, OH",169832
"Combined Statistical Area","Clovis-Portales, NM",64470
"Micropolitan Statistical Area","Clovis, NM",45328
"County or equivalent","Curry County, NM",45328
"Micropolitan Statistical Area","Portales, NM",19142
"County or equivalent","Roosevelt County, NM",19142
"Combined Statistical Area","Columbia-Newberry, SC",753663
"Metropolitan Statistical Area","Columbia, SC",716030
"County or equivalent","Calhoun County, SC",14777
"County or equivalent","Fairfield County, SC",23333
"County or equivalent","Kershaw County, SC",58168
"County or equivalent","Lexington County, SC",243270
"County or equivalent","Richland County, SC",357734
"County or equivalent","Saluda County, SC",18748
"Micropolitan Statistical Area","Newberry, SC",37633
"County or equivalent","Newberry County, SC",37633
"Combined Statistical Area","Columbus-Auburn-Opelika, GA-AL",435608
"Metropolitan Statistical Area","Auburn-Opelika, AL",130516
"County or equivalent","Lee County, AL",130516
"Metropolitan Statistical Area","Columbus, GA-AL",282756
"County or equivalent","Russell County, AL",50183
"County or equivalent","Chattahoochee County, GA",9430
"County or equivalent","Harris County, GA",29073
"County or equivalent","Marion County, GA",7024
"County or equivalent","Muscogee County, GA",187046
"Micropolitan Statistical Area","Tuskegee, AL",22336
"County or equivalent","Macon County, AL",22336
"Combined Statistical Area","Columbus-Marion-Chillicothe, OH",1982252
"Micropolitan Statistical Area","Chillicothe, OH",75398
"County or equivalent","Ross County, OH",75398
"Metropolitan Statistical Area","Columbus, OH",1754337
"County or equivalent","Delaware County, OH",160865
"County or equivalent","Fairfield County, OH",141318
"County or equivalent","Franklin County, OH",1118107
"County or equivalent","Licking County, OH",156985
"County or equivalent","Madison County, OH",41499
"County or equivalent","Morrow County, OH",34520
"County or equivalent","Pickaway County, OH",53809
"County or equivalent","Union County, OH",47234
"Micropolitan Statistical Area","Marion, OH",65248
"County or equivalent","Marion County, OH",65248
"Micropolitan Statistical Area","Mount Vernon, OH",58961
"County or equivalent","Knox County, OH",58961
"Micropolitan Statistical Area","Washington, OH",28308
"County or equivalent","Fayette County, OH",28308
"Combined Statistical Area","Columbus-West Point, MS",80583
"Micropolitan Statistical Area","Columbus, MS",59614
"County or equivalent","Lowndes County, MS",59614
"Micropolitan Statistical Area","West Point, MS",20969
"County or equivalent","Clay County, MS",20969
"Combined Statistical Area","Corbin-London, KY",95693
"Micropolitan Statistical Area","Corbin, KY",38342
"County or equivalent","Whitley County, KY",38342
"Micropolitan Statistical Area","London, KY",57351
"County or equivalent","Laurel County, KY",57351
"Combined Statistical Area","Corpus Christi-Kingsville, TX",445160
"Metropolitan Statistical Area","Corpus Christi, TX",414376
"County or equivalent","Aransas County, TX",24721
"County or equivalent","Nueces County, TX",321135
"County or equivalent","San Patricio County, TX",68520
"Micropolitan Statistical Area","Kingsville, TX",30784
"County or equivalent","Kenedy County, TX",394
"County or equivalent","Kleberg County, TX",30390
"Combined Statistical Area","Dallas-Fort Worth, TX",6498410
"Micropolitan Statistical Area","Athens, TX",78897
"County or equivalent","Henderson County, TX",78897
"Micropolitan Statistical Area","Bonham, TX",33067
"County or equivalent","Fannin County, TX",33067
"Metropolitan Statistical Area","Dallas-Fort Worth-Arlington, TX",6145037
"Metropolitan Division","Dallas-Plano-Irving, TX",4111529
"County or equivalent","Collin County, TX",730690
"County or equivalent","Dallas County, TX",2366511
"County or equivalent","Delta County, TX",5375
"County or equivalent","Denton County, TX",612357
"County or equivalent","Ellis County, TX",143468
"County or equivalent","Hunt County, TX",82945
"County or equivalent","Kaufman County, TX",96373
"County or equivalent","Rockwall County, TX",73810
"Metropolitan Division","Fort Worth-Arlington, TX",2033508
"County or equivalent","Johnson County, TX",149797
"County or equivalent","Parker County, TX",108687
"County or equivalent","Tarrant County, TX",1717435
"County or equivalent","Wise County, TX",57589
"Micropolitan Statistical Area","Gainesville, TX",38486
"County or equivalent","Cooke County, TX",38486
"Micropolitan Statistical Area","Granbury, TX",56927
"County or equivalent","Hood County, TX",49170
"County or equivalent","Somervell County, TX",7757
"Micropolitan Statistical Area","Mineral Wells, TX",27321
"County or equivalent","Palo Pinto County, TX",27321
"Metropolitan Statistical Area","Sherman-Denison, TX",118675
"County or equivalent","Grayson County, TX",118675
"Combined Statistical Area","Dayton-Springfield-Greenville, OH",1067741
"Metropolitan Statistical Area","Dayton, OH",835537
"County or equivalent","Greene County, OH",154656
"County or equivalent","Miami County, OH",101038
"County or equivalent","Montgomery County, OH",538104
"County or equivalent","Preble County, OH",41739
"Micropolitan Statistical Area","Greenville, OH",52205
"County or equivalent","Darke County, OH",52205
"Metropolitan Statistical Area","Springfield, OH",140477
"County or equivalent","Clark County, OH",140477
"Micropolitan Statistical Area","Urbana, OH",39522
"County or equivalent","Champaign County, OH",39522
"Combined Statistical Area","Denver-Aurora-Boulder, CO /1",2998878
"Metropolitan Statistical Area","Boulder, CO /1",290262
"County or equivalent","Boulder County, CO /1",290262
"Metropolitan Statistical Area","Denver-Aurora, CO /1",2464866
"County or equivalent","Adams County, CO /1",422495
"County or equivalent","Arapahoe County, CO /1",545089
"County or equivalent","Broomfield County, CO /1",53691
"County or equivalent","Clear Creek County, CO /1",8956
"County or equivalent","Denver County, CO /1",588349
"County or equivalent","Douglas County, CO /1",272117
"County or equivalent","Elbert County, CO /1",22720
"County or equivalent","Gilpin County, CO /1",5091
"County or equivalent","Jefferson County, CO /1",529354
"County or equivalent","Park County, CO /1",17004
"Metropolitan Statistical Area","Greeley, CO /1",243750
"County or equivalent","Weld County, CO /1",243750
"Combined Statistical Area","Des Moines-Newton-Pella, IA",616122
"Metropolitan Statistical Area","Des Moines-West Des Moines, IA",546599
"County or equivalent","Dallas County, IA",57288
"County or equivalent","Guthrie County, IA",11053
"County or equivalent","Madison County, IA",15416
"County or equivalent","Polk County, IA",418339
"County or equivalent","Warren County, IA",44503
"Micropolitan Statistical Area","Newton, IA",36748
"County or equivalent","Jasper County, IA",36748
"Micropolitan Statistical Area","Pella, IA",32775
"County or equivalent","Marion County, IA",32775
"Combined Statistical Area","Detroit-Warren-Flint, MI",5405918
"Metropolitan Statistical Area","Ann Arbor, MI",350003
"County or equivalent","Washtenaw County, MI",350003
"Metropolitan Statistical Area","Detroit-Warren-Livonia, MI",4467592
"Metropolitan Division","Detroit-Livonia-Dearborn, MI",1985101
"County or equivalent","Wayne County, MI",1985101
"Metropolitan Division","Warren-Troy-Farmington Hills, MI",2482491
"County or equivalent","Lapeer County, MI",92012
"County or equivalent","Livingston County, MI",183194
"County or equivalent","Macomb County, MI",831077
"County or equivalent","Oakland County, MI",1206089
"County or equivalent","St. Clair County, MI",170119
"Metropolitan Statistical Area","Flint, MI",434715
"County or equivalent","Genesee County, MI",434715
"Metropolitan Statistical Area","Monroe, MI",153608
"County or equivalent","Monroe County, MI",153608
"Combined Statistical Area","Dothan-Enterprise-Ozark, AL",234442
"Metropolitan Statistical Area","Dothan, AL",139499
"County or equivalent","Geneva County, AL",25707
"County or equivalent","Henry County, AL",16621
"County or equivalent","Houston County, AL",97171
"Micropolitan Statistical Area","Enterprise-Ozark, AL",94943
"County or equivalent","Coffee County, AL",46793
"County or equivalent","Dale County, AL",48150
"Combined Statistical Area","Eau Claire-Menomonie, WI",200137
"Metropolitan Statistical Area","Eau Claire, WI",157808
"County or equivalent","Chippewa County, WI",60402
"County or equivalent","Eau Claire County, WI",97406
"Micropolitan Statistical Area","Menomonie, WI",42329
"County or equivalent","Dunn County, WI",42329
"Combined Statistical Area","Fairmont-Clarksburg, WV",148416
"Micropolitan Statistical Area","Clarksburg, WV",91688
"County or equivalent","Doddridge County, WV",7262
"County or equivalent","Harrison County, WV",68309
"County or equivalent","Taylor County, WV",16117
"Micropolitan Statistical Area","Fairmont, WV",56728
"County or equivalent","Marion County, WV",56728
"Combined Statistical Area","Fargo-Wahpeton, ND-MN",215333
"Metropolitan Statistical Area","Fargo, ND-MN",192417
"County or equivalent","Clay County, MN",54835
"County or equivalent","Cass County, ND",137582
"Micropolitan Statistical Area","Wahpeton, ND-MN",22916
"County or equivalent","Wilkin County, MN",6418
"County or equivalent","Richland County, ND",16498
"Combined Statistical Area","Findlay-Tiffin, OH",130909
"Micropolitan Statistical Area","Findlay, OH",74204
"County or equivalent","Hancock County, OH",74204
"Micropolitan Statistical Area","Tiffin, OH",56705
"County or equivalent","Seneca County, OH",56705
"Combined Statistical Area","Fond du Lac-Beaver Dam, WI",186910
"Micropolitan Statistical Area","Beaver Dam, WI",87786
"County or equivalent","Dodge County, WI",87786
"Metropolitan Statistical Area","Fond du Lac, WI",99124
"County or equivalent","Fond du Lac County, WI",99124
"Combined Statistical Area","Fort Polk South-De Ridder, LA",82156
"Micropolitan Statistical Area","De Ridder, LA",34776
"County or equivalent","Beauregard Parish, LA",34776
"Micropolitan Statistical Area","Fort Polk South, LA",47380
"County or equivalent","Vernon Parish, LA",47380
"Combined Statistical Area","Fort Wayne-Huntington-Auburn, IN",570779
"Micropolitan Statistical Area","Auburn, IN",41796
"County or equivalent","DeKalb County, IN",41796
"Micropolitan Statistical Area","Decatur, IN",33644
"County or equivalent","Adams County, IN",33644
"Metropolitan Statistical Area","Fort Wayne, IN",410070
"County or equivalent","Allen County, IN",349488
"County or equivalent","Wells County, IN",27927
"County or equivalent","Whitley County, IN",32655
"Micropolitan Statistical Area","Huntington, IN",37743
"County or equivalent","Huntington County, IN",37743
"Micropolitan Statistical Area","Kendallville, IN",47526
"County or equivalent","Noble County, IN",47526
"Combined Statistical Area","Fresno-Madera, CA",1045861
"Metropolitan Statistical Area","Fresno, CA",899348
"County or equivalent","Fresno County, CA",899348
"Metropolitan Statistical Area","Madera, CA",146513
"County or equivalent","Madera County, CA",146513
"Combined Statistical Area","Grand Rapids-Muskegon-Holland, MI",1323095
"Micropolitan Statistical Area","Allegan, MI",112761
"County or equivalent","Allegan County, MI",112761
"Metropolitan Statistical Area","Grand Rapids-Wyoming, MI",776742
"County or equivalent","Barry County, MI",59188
"County or equivalent","Ionia County, MI",64053
"County or equivalent","Kent County, MI",604330
"County or equivalent","Newaygo County, MI",49171
"Metropolitan Statistical Area","Holland-Grand Haven, MI",259206
"County or equivalent","Ottawa County, MI",259206
"Metropolitan Statistical Area","Muskegon-Norton Shores, MI",174386
"County or equivalent","Muskegon County, MI",174386
"Combined Statistical Area","Greensboro--Winston-Salem--High Point, NC",1535926
"Metropolitan Statistical Area","Burlington, NC",145360
"County or equivalent","Alamance County, NC",145360
"Metropolitan Statistical Area","Greensboro-High Point, NC",698497
"County or equivalent","Guilford County, NC",465931
"County or equivalent","Randolph County, NC",140145
"County or equivalent","Rockingham County, NC",92421
"Micropolitan Statistical Area","Mount Airy, NC",72380
"County or equivalent","Surry County, NC",72380
"Micropolitan Statistical Area","Thomasville-Lexington, NC",156530
"County or equivalent","Davidson County, NC",156530
"Metropolitan Statistical Area","Winston-Salem, NC",463159
"County or equivalent","Davie County, NC",40516
"County or equivalent","Forsyth County, NC",338774
"County or equivalent","Stokes County, NC",46072
"County or equivalent","Yadkin County, NC",37797
"Combined Statistical Area","Greenville-Spartanburg-Anderson, SC",1221881
"Metropolitan Statistical Area","Anderson, SC",179981
"County or equivalent","Anderson County, SC",179981
"Micropolitan Statistical Area","Gaffney, SC",54015
"County or equivalent","Cherokee County, SC",54015
"Metropolitan Statistical Area","Greenville-Mauldin-Easley, SC",613828
"County or equivalent","Greenville County, SC",428243
"County or equivalent","Laurens County, SC",69582
"County or equivalent","Pickens County, SC",116003
"Micropolitan Statistical Area","Seneca, SC",70753
"County or equivalent","Oconee County, SC",70753
"Metropolitan Statistical Area","Spartanburg, SC",275534
"County or equivalent","Spartanburg County, SC",275534
"Micropolitan Statistical Area","Union, SC",27770
"County or equivalent","Union County, SC",27770
"Combined Statistical Area","Gulfport-Biloxi-Pascagoula, MS",383558
"Metropolitan Statistical Area","Gulfport-Biloxi, MS",231523
"County or equivalent","Hancock County, MS",39687
"County or equivalent","Harrison County, MS",176105
"County or equivalent","Stone County, MS",15731
"Metropolitan Statistical Area","Pascagoula, MS",152035
"County or equivalent","George County, MS",21937
"County or equivalent","Jackson County, MS",130098
"Combined Statistical Area","Harrisburg-Carlisle-Lebanon, PA",656781
"Metropolitan Statistical Area","Harrisburg-Carlisle, PA",528892
"County or equivalent","Cumberland County, PA",228019
"County or equivalent","Dauphin County, PA",255710
"County or equivalent","Perry County, PA",45163
"Metropolitan Statistical Area","Lebanon, PA",127889
"County or equivalent","Lebanon County, PA",127889
"Combined Statistical Area","Willimantic, CT",1306151
"Metropolitan Statistical Area","Hartford, CT",1189113
"County or equivalent","Hartford County, CT",876824
"County or equivalent","Middlesex County, CT",164150
"County or equivalent","Tolland County, CT",148139
"Micropolitan Statistical Area","Willimantic, CT",117038
"County or equivalent","Windham County, CT",117038
"Combined Statistical Area","Houston-Baytown-Huntsville, TX",5729027
"Micropolitan Statistical Area","Bay City, TX",37024
"County or equivalent","Matagorda County, TX",37024
"Metropolitan Statistical Area","Houston-Sugar Land-Baytown, TX",5628101
"County or equivalent","Austin County, TX",26610
"County or equivalent","Brazoria County, TX",294233
"County or equivalent","Chambers County, TX",28771
"County or equivalent","Fort Bend County, TX",509822
"County or equivalent","Galveston County, TX",283987
"County or equivalent","Harris County, TX",3935855
"County or equivalent","Liberty County, TX",75434
"County or equivalent","Montgomery County, TX",412638
"County or equivalent","San Jacinto County, TX",24818
"County or equivalent","Waller County, TX",35933
"Micropolitan Statistical Area","Huntsville, TX",63902
"County or equivalent","Walker County, TX",63902
"Combined Statistical Area","Huntsville-Decatur, AL",535911
"Metropolitan Statistical Area","Decatur, AL",149279
"County or equivalent","Lawrence County, AL",34229
"County or equivalent","Morgan County, AL",115050
"Metropolitan Statistical Area","Huntsville, AL",386632
"County or equivalent","Limestone County, AL",73898
"County or equivalent","Madison County, AL",312734
"Combined Statistical Area","Idaho Falls-Blackfoot, ID",162862
"Micropolitan Statistical Area","Blackfoot, ID",43466
"County or equivalent","Bingham County, ID",43466
"Metropolitan Statistical Area","Idaho Falls, ID",119396
"County or equivalent","Bonneville County, ID",96545
"County or equivalent","Jefferson County, ID",22851
"Combined Statistical Area","Indianapolis-Anderson-Columbus, IN",2014267
